1, 180, 820, 0.21951219512195122
2, 200, 900, 0.2222222222222222
3, 240, 1040, 0.23076923076923078
4, 460, 2260, 0.20353982300884957
5, 720, 3360, 0.21428571428571427
6, 700, 3700, 0.1891891891891892
7, 640, 1640, 0.3902439024390244
8, 880, 28600, 0.03076923076923077
9, 1180, 3520, 0.3352272727272727
10, 3020, 12560, 0.24044585987261147
11, 1480, 3880, 0.38144329896907214
12, 1680, 5860, 0.28668941979522183
13, 1800, 4800, 0.375
14, 2120, 5880, 0.36054421768707484
15, 2280, 5300, 0.43018867924528303
16, 2480, 5780, 0.4290657439446367
17, 2740, 5240, 0.5229007633587787
18, 3000, 13960, 0.2148997134670487
19, 3580, 11300, 0.3168141592920354
20, 4220, 9200, 0.45869565217391306
21, 3940, 9980, 0.39478957915831664
22, 4100, 11360, 0.3609154929577465
23, 4440, 8660, 0.5127020785219399
24, 4500, 11200, 0.4017857142857143
25, 4620, 8580, 0.5384615384615384
26, 4980, 8480, 0.5872641509433962
27, 6060, 7480, 0.8101604278074866
28, 6160, 11160, 0.5519713261648745
29, 5640, 13620, 0.41409691629955947
30, 5660, 36940, 0.15322144017325393
31, 6460, 13080, 0.4938837920489297
32, 6400, 9680, 0.6611570247933884
33, 6580, 11680, 0.5633561643835616
34, 5500, 7500, 0.7333333333333333
35, 6560, 38720, 0.16942148760330578
36, 7740, 22140, 0.34959349593495936
37, 8120, 10560, 0.7689393939393939
38, 8140, 18900, 0.4306878306878307
39, 8420, 12880, 0.6537267080745341
40, 8440, 13020, 0.6482334869431644
41, 8580, 11140, 0.770197486535009
42, 11880, 16240, 0.7315270935960592
43, 11860, 13640, 0.8695014662756598
44, 9840, 20780, 0.4735322425409047
45, 10160, 13640, 0.7448680351906158
46, 10340, 19420, 0.5324407826982492
47, 11060, 12780, 0.865414710485133
48, 11280, 24300, 0.4641975308641975
49, 11640, 22160, 0.5252707581227437
50, 11660, 15180, 0.7681159420289855
51, 11800, 12800, 0.921875
52, 12460, 19480, 0.6396303901437371
53, 12680, 13420, 0.9448584202682563
54, 13180, 27780, 0.4744420446364291
55, 22600, 26000, 0.8692307692307693
56, 14800, 15840, 0.9343434343434344
57, 13520, 10100, 1.3386138613861387
58, 17660, 38380, 0.4601354872329338
59, 14980, 21080, 0.7106261859582542
60, 14620, 20760, 0.7042389210019268
61, 15560, 36780, 0.4230560087003806
62, 15120, 21660, 0.6980609418282548
63, 15360, 13780, 1.1146589259796806
64, 15940, 124020, 0.12852765682954362
65, 17240, 19780, 0.871587462082912
66, 16360, 27300, 0.5992673992673992
67, 17000, 21180, 0.8026440037771483
68, 18860, 25440, 0.7413522012578616
69, 16960, 22140, 0.7660343270099368
70, 16540, 22180, 0.7457168620378719
71, 17620, 14180, 1.2425952045133992
72, 18220, 89840, 0.20280498664292074
73, 17480, 38740, 0.45121321631388744
74, 18920, 26120, 0.7243491577335375
75, 19580, 28980, 0.6756383712905452
76, 19600, 25420, 0.7710464201416207
77, 19840, 18940, 1.047518479408659
78, 20540, 28860, 0.7117117117117117
79, 20700, 25360, 0.8162460567823344
80, 20900, 63020, 0.3316407489685814
81, 22020, 25520, 0.8628526645768025
82, 21420, 81040, 0.2643139190523198
83, 19880, 21760, 0.9136029411764706
84, 20780, 60480, 0.3435846560846561
85, 20480, 26840, 0.7630402384500745
86, 19580, 37220, 0.5260612573885008
87, 22480, 193080, 0.1164284234514191
88, 41600, 37340, 1.1140867702196036
89, 29500, 42800, 0.6892523364485982
90, 24820, 54960, 0.45160116448326054
91, 24320, 43300, 0.561662817551963
92, 25500, 33760, 0.7553317535545023
93, 25440, 31580, 0.8055731475617479
94, 45080, 207480, 0.21727395411605938
95, 52780, 25400, 2.0779527559055118
96, 26300, 42720, 0.6156367041198502
97, 44460, 86700, 0.5128027681660899
98, 40740, 48320, 0.8431291390728477
99, 27220, 18560, 1.4665948275862069
100, 27460, 31860, 0.8618957940991839
101, 26660, 39380, 0.6769933976637887
102, 29140, 53460, 0.5450804339693228
103, 30240, 28400, 1.064788732394366
104, 27380, 73720, 0.37140531741725447
105, 29140, 33920, 0.8590801886792453
106, 30540, 34000, 0.898235294117647
107, 29780, 28000, 1.0635714285714286
108, 102940, 41420, 2.4852728150651857
109, 29920, 26540, 1.1273549359457422
